"Id","alphabet","Description","Category","Prevalence_20192","Prevalence_20201","Prevalence_20202"
"a310","a","Pulmonary mycobacterial infection","Certain infectious and parasitic diseases",112,111,90
"a311","a","Cutaneous mycobacterial infection","Certain infectious and parasitic diseases",4,,
"a312","a","Disseminated mycobacterium avium-intracellulare complex (DMAC)","Certain infectious and parasitic diseases",24,13,9
"a318","a","Other mycobacterial infections","Certain infectious and parasitic diseases",13,12,11
"a319","a","Mycobacterial infection, unspecified","Certain infectious and parasitic diseases",32,31,16
"a3211","a","Listerial meningitis","Certain infectious and parasitic diseases",2,1,
"a3212","a","Listerial meningoencephalitis","Certain infectious and parasitic diseases",1,,
"a327","a","Listerial sepsis","Certain infectious and parasitic diseases",3,,2
"a3289","a","Other forms of listeriosis","Certain infectious and parasitic diseases",1,,
"a329","a","Listeriosis, unspecified","Certain infectious and parasitic diseases",,,1
"a35","a","Other tetanus","Certain infectious and parasitic diseases",6,1,2
"a369","a","Diphtheria, unspecified","Certain infectious and parasitic diseases",1,,
"a3700","a","Whooping cough due to Bordetella pertussis without pneumonia","Certain infectious and parasitic diseases",5,10,1
"a3701","a","Whooping cough due to Bordetella pertussis with pneumonia","Certain infectious and parasitic diseases",1,1,1
"a3710","a","Whooping cough due to Bordetella parapertussis without pneumonia","Certain infectious and parasitic diseases",1,2,
"a3780","a","Whooping cough due to other Bordetella species without pneumonia","Certain infectious and parasitic diseases",1,,
"a3781","a","Whooping cough due to other Bordetella species with pneumonia","Certain infectious and parasitic diseases",1,1,
"a3790","a","Whooping cough, unspecified species without pneumonia","Certain infectious and parasitic diseases",10,9,
"a3791","a","Whooping cough, unspecified species with pneumonia","Certain infectious and parasitic diseases",,3,
"a380","a","Scarlet fever with otitis media","Certain infectious and parasitic diseases",,1,
"a388","a","Scarlet fever with other complications","Certain infectious and parasitic diseases",1,,
"a389","a","Scarlet fever, uncomplicated","Certain infectious and parasitic diseases",3,3,6
"a390","a","Meningococcal meningitis","Certain infectious and parasitic diseases",1,2,2
"a391","a","Waterhouse-Friderichsen syndrome","Certain infectious and parasitic diseases",,1,
"a3981","a","Meningococcal encephalitis","Certain infectious and parasitic diseases",4,2,
"a400","a","Sepsis due to streptococcus, group A","Certain infectious and parasitic diseases",83,113,74
"a401","a","Sepsis due to streptococcus, group B","Certain infectious and parasitic diseases",122,88,105
"a403","a","Sepsis due to Streptococcus pneumoniae","Certain infectious and parasitic diseases",51,118,63
"a408","a","Other streptococcal sepsis","Certain infectious and parasitic diseases",138,130,109
"a409","a","Streptococcal sepsis, unspecified","Certain infectious and parasitic diseases",129,162,109
"a4101","a","Sepsis due to Methicillin susceptible Staphylococcus aureus","Certain infectious and parasitic diseases",688,606,661
"a4102","a","Sepsis due to Methicillin resistant Staphylococcus aureus","Certain infectious and parasitic diseases",484,493,468
"a411","a","Sepsis due to other specified staphylococcus","Certain infectious and parasitic diseases",167,162,234
"a412","a","Sepsis due to unspecified staphylococcus","Certain infectious and parasitic diseases",45,57,62
"a413","a","Sepsis due to Hemophilus influenzae","Certain infectious and parasitic diseases",14,15,6
"a414","a","Sepsis due to anaerobes","Certain infectious and parasitic diseases",156,147,167
"a4150","a","Gram-negative sepsis, unspecified","Certain infectious and parasitic diseases",356,332,313
"a4151","a","Sepsis due to Escherichia coli [E. coli]","Certain infectious and parasitic diseases",1415,1265,1208
"a4152","a","Sepsis due to Pseudomonas","Certain infectious and parasitic diseases",295,261,304
"a4153","a","Sepsis due to Serratia","Certain infectious and parasitic diseases",28,36,27
"a4159","a","Other Gram-negative sepsis","Certain infectious and parasitic diseases",663,587,730
"a4181","a","Sepsis due to Enterococcus","Certain infectious and parasitic diseases",346,280,334
"a4189","a","Other specified sepsis","Certain infectious and parasitic diseases",484,1609,4479
"a419","a","Sepsis, unspecified organism","Certain infectious and parasitic diseases",16939,17062,16267
"a420","a","Pulmonary actinomycosis","Certain infectious and parasitic diseases",6,4,3
"a421","a","Abdominal actinomycosis","Certain infectious and parasitic diseases",3,1,3
"a422","a","Cervicofacial actinomycosis","Certain infectious and parasitic diseases",3,,1
"a427","a","Actinomycotic sepsis","Certain infectious and parasitic diseases",2,4,5
"a4289","a","Other forms of actinomycosis","Certain infectious and parasitic diseases",6,6,10
"a429","a","Actinomycosis, unspecified","Certain infectious and parasitic diseases",10,9,6
"a430","a","Pulmonary nocardiosis","Certain infectious and parasitic diseases",45,58,34
"a431","a","Cutaneous nocardiosis","Certain infectious and parasitic diseases",,2,2
"a438","a","Other forms of nocardiosis","Certain infectious and parasitic diseases",5,17,10
"a439","a","Nocardiosis, unspecified","Certain infectious and parasitic diseases",5,13,5
"a440","a","Systemic bartonellosis","Certain infectious and parasitic diseases",1,1,
"a448","a","Other forms of bartonellosis","Certain infectious and parasitic diseases",,1,
"a46","a","Erysipelas","Certain infectious and parasitic diseases",36,30,19
"a480","a","Gas gangrene","Certain infectious and parasitic diseases",179,168,209
"a481","a","Legionnaires' disease","Certain infectious and parasitic diseases",44,28,37
"a482","a","Nonpneumonic Legionnaires' disease [Pontiac fever]","Certain infectious and parasitic diseases",,,1
"a483","a","Toxic shock syndrome","Certain infectious and parasitic diseases",11,19,14
"a4852","a","Wound botulism","Certain infectious and parasitic diseases",1,1,1
"a488","a","Other specified bacterial diseases","Certain infectious and parasitic diseases",5,6,4
"a4901","a","Methicillin susceptible Staphylococcus aureus infection, unspecified site","Certain infectious and parasitic diseases",136,75,68
"a4902","a","Methicillin resistant Staphylococcus aureus infection, unspecified site","Certain infectious and parasitic diseases",96,57,62
"a491","a","Streptococcal infection, unspecified site","Certain infectious and parasitic diseases",7,25,13
"a492","a","Hemophilus influenzae infection, unspecified site","Certain infectious and parasitic diseases",1,1,1
"a493","a","Mycoplasma infection, unspecified site","Certain infectious and parasitic diseases",5,6,6
"a498","a","Other bacterial infections of unspecified site","Certain infectious and parasitic diseases",18,20,16
"a499","a","Bacterial infection, unspecified","Certain infectious and parasitic diseases",28,28,46
"a5002","a","Early congenital syphilitic osteochondropathy","Certain infectious and parasitic diseases",8,4,2
"a5004","a","Early congenital syphilitic pneumonia","Certain infectious and parasitic diseases",,1,
"a5006","a","Early cutaneous congenital syphilis","Certain infectious and parasitic diseases",1,,
"a5009","a","Other early congenital syphilis, symptomatic","Certain infectious and parasitic diseases",1,1,
"a501","a","Early congenital syphilis, latent","Certain infectious and parasitic diseases",7,2,1
"a502","a","Early congenital syphilis, unspecified","Certain infectious and parasitic diseases",15,15,12
"a506","a","Late congenital syphilis, latent","Certain infectious and parasitic diseases",,,1
"a509","a","Congenital syphilis, unspecified","Certain infectious and parasitic diseases",24,26,55
"a510","a","Primary genital syphilis","Certain infectious and parasitic diseases",5,9,11
"a512","a","Primary syphilis of other sites","Certain infectious and parasitic diseases",,1,
"a5131","a","Condyloma latum","Certain infectious and parasitic diseases",1,,
"a5132","a","Syphilitic alopecia","Certain infectious and parasitic diseases",,,1
"a5139","a","Other secondary syphilis of skin","Certain infectious and parasitic diseases",2,3,2
"a5141","a","Secondary syphilitic meningitis","Certain infectious and parasitic diseases",,2,
"a5143","a","Secondary syphilitic oculopathy","Certain infectious and parasitic diseases",2,1,2
"a5149","a","Other secondary syphilitic conditions","Certain infectious and parasitic diseases",2,6,1
"a515","a","Early syphilis, latent","Certain infectious and parasitic diseases",4,3,3
"a519","a","Early syphilis, unspecified","Certain infectious and parasitic diseases",1,,1
"a5205","a","Other cerebrovascular syphilis","Certain infectious and parasitic diseases",,,1
"a5211","a","Tabes dorsalis","Certain infectious and parasitic diseases",2,,
"a5212","a","Other cerebrospinal syphilis","Certain infectious and parasitic diseases",,1,
"a5213","a","Late syphilitic meningitis","Certain infectious and parasitic diseases",,3,
"a5215","a","Late syphilitic neuropathy","Certain infectious and parasitic diseases",,,1
"a5216","a","Charcot's arthropathy (tabetic)","Certain infectious and parasitic diseases",30,38,33
"a5217","a","General paresis","Certain infectious and parasitic diseases",2,1,2
"a5219","a","Other symptomatic neurosyphilis","Certain infectious and parasitic diseases",,1,2
"a522","a","Asymptomatic neurosyphilis","Certain infectious and parasitic diseases",,,1
"a523","a","Neurosyphilis, unspecified","Certain infectious and parasitic diseases",23,34,26
"a5271","a","Late syphilitic oculopathy","Certain infectious and parasitic diseases",1,1,2
"a5274","a","Syphilis of liver and other viscera","Certain infectious and parasitic diseases",1,,1
"a5276","a","Other genitourinary symptomatic late syphilis","Certain infectious and parasitic diseases",1,,
"a5279","a","Other symptomatic late syphilis","Certain infectious and parasitic diseases",,1,
"a528","a","Late syphilis, latent","Certain infectious and parasitic diseases",27,42,38
"a529","a","Late syphilis, unspecified","Certain infectious and parasitic diseases",6,4,7
"a530","a","Latent syphilis, unspecified as early or late","Certain infectious and parasitic diseases",63,61,91
"a539","a","Syphilis, unspecified","Certain infectious and parasitic diseases",89,99,135
"a5400","a","Gonococcal infection of lower genitourinary tract, unspecified","Certain infectious and parasitic diseases",6,2,9
"a5401","a","Gonococcal cystitis and urethritis, unspecified","Certain infectious and parasitic diseases",10,2,9
"a5402","a","Gonococcal vulvovaginitis, unspecified","Certain infectious and parasitic diseases",14,7,5
"a5403","a","Gonococcal cervicitis, unspecified","Certain infectious and parasitic diseases",,3,4
"a5409","a","Other gonococcal infection of lower genitourinary tract","Certain infectious and parasitic diseases",1,3,3
"a541","a","Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess","Certain infectious and parasitic diseases",,2,
"a5422","a","Gonococcal prostatitis","Certain infectious and parasitic diseases",,,1
"a5423","a","Gonococcal infection of other male genital organs","Certain infectious and parasitic diseases",1,2,3
"a5424","a","Gonococcal female pelvic inflammatory disease","Certain infectious and parasitic diseases",14,7,13
"a5429","a","Other gonococcal genitourinary infections","Certain infectious and parasitic diseases",1,2,1
"a5431","a","Gonococcal conjunctivitis","Certain infectious and parasitic diseases",3,,4
"a5441","a","Gonococcal spondylopathy","Certain infectious and parasitic diseases",,,1
"a5442","a","Gonococcal arthritis","Certain infectious and parasitic diseases",10,15,11
"a5443","a","Gonococcal osteomyelitis","Certain infectious and parasitic diseases",,1,
"a5449","a","Gonococcal infection of other musculoskeletal tissue","Certain infectious and parasitic diseases",2,4,5
"a545","a","Gonococcal pharyngitis","Certain infectious and parasitic diseases",1,3,1
"a546","a","Gonococcal infection of anus and rectum","Certain infectious and parasitic diseases",1,,1
"a5485","a","Gonococcal peritonitis","Certain infectious and parasitic diseases",1,2,2
"a5486","a","Gonococcal sepsis","Certain infectious and parasitic diseases",3,4,4
"a5489","a","Other gonococcal infections","Certain infectious and parasitic diseases",5,3,4
"a549","a","Gonococcal infection, unspecified","Certain infectious and parasitic diseases",43,48,93
"a55","a","Chlamydial lymphogranuloma (venereum)","Certain infectious and parasitic diseases",,2,1
"a5600","a","Chlamydial infection of lower genitourinary tract, unspecified","Certain infectious and parasitic diseases",17,9,10
"a5601","a","Chlamydial cystitis and urethritis","Certain infectious and parasitic diseases",10,7,5
"a5602","a","Chlamydial vulvovaginitis","Certain infectious and parasitic diseases",20,26,7
"a5609","a","Other chlamydial infection of lower genitourinary tract","Certain infectious and parasitic diseases",9,4,7
"a5611","a","Chlamydial female pelvic inflammatory disease","Certain infectious and parasitic diseases",17,14,11
"a5619","a","Other chlamydial genitourinary infection","Certain infectious and parasitic diseases",,3,2
"a562","a","Chlamydial infection of genitourinary tract, unspecified","Certain infectious and parasitic diseases",53,51,42
"a563","a","Chlamydial infection of anus and rectum","Certain infectious and parasitic diseases",1,,
"a564","a","Chlamydial infection of pharynx","Certain infectious and parasitic diseases",,1,
"a568","a","Sexually transmitted chlamydial infection of other sites","Certain infectious and parasitic diseases",60,67,83
"a57","a","Chancroid","Certain infectious and parasitic diseases",,1,
"a58","a","Granuloma inguinale","Certain infectious and parasitic diseases",1,,
"a5900","a","Urogenital trichomoniasis, unspecified","Certain infectious and parasitic diseases",16,11,14
"a5901","a","Trichomonal vulvovaginitis","Certain infectious and parasitic diseases",67,44,48
"a5903","a","Trichomonal cystitis and urethritis","Certain infectious and parasitic diseases",1,1,1
"a5909","a","Other urogenital trichomoniasis","Certain infectious and parasitic diseases",4,3,6
"a598","a","Trichomoniasis of other sites","Certain infectious and parasitic diseases",2,,1
"a599","a","Trichomoniasis, unspecified","Certain infectious and parasitic diseases",70,64,89
"a6000","a","Herpesviral infection of urogenital system, unspecified","Certain infectious and parasitic diseases",471,411,402
"a6001","a","Herpesviral infection of penis","Certain infectious and parasitic diseases",2,5,6
"a6002","a","Herpesviral infection of other male genital organs","Certain infectious and parasitic diseases",11,11,12
"a6003","a","Herpesviral cervicitis","Certain infectious and parasitic diseases",1,1,
"a6004","a","Herpesviral vulvovaginitis","Certain infectious and parasitic diseases",45,53,44
"a6009","a","Herpesviral infection of other urogenital tract","Certain infectious and parasitic diseases",96,106,175
"a601","a","Herpesviral infection of perianal skin and rectum","Certain infectious and parasitic diseases",2,5,5
"a609","a","Anogenital herpesviral infection, unspecified","Certain infectious and parasitic diseases",28,18,16
"a630","a","Anogenital (venereal) warts","Certain infectious and parasitic diseases",129,94,116
"a638","a","Other specified predominantly sexually transmitted diseases","Certain infectious and parasitic diseases",2,2,
"a64","a","Unspecified sexually transmitted disease","Certain infectious and parasitic diseases",10,7,6
"a662","a","Other early skin lesions of yaws","Certain infectious and parasitic diseases",,1,
"a669","a","Yaws, unspecified","Certain infectious and parasitic diseases",,,2
"a681","a","Tick-borne relapsing fever","Certain infectious and parasitic diseases",1,,1
"a689","a","Relapsing fever, unspecified","Certain infectious and parasitic diseases",10,4,9
"a690","a","Necrotizing ulcerative stomatitis","Certain infectious and parasitic diseases",,,1
"a691","a","Other Vincent's infections","Certain infectious and parasitic diseases",1,,
"a6920","a","Lyme disease, unspecified","Certain infectious and parasitic diseases",42,46,41
"a6922","a","Other neurologic disorders in Lyme disease","Certain infectious and parasitic diseases",2,1,1
"a6923","a","Arthritis due to Lyme disease","Certain infectious and parasitic diseases",3,,3
"a6929","a","Other conditions associated with Lyme disease","Certain infectious and parasitic diseases",,1,2
"a70","a","Chlamydia psittaci infections","Certain infectious and parasitic diseases",,2,1
"a719","a","Trachoma, unspecified","Certain infectious and parasitic diseases",,1,
"a740","a","Chlamydial conjunctivitis","Certain infectious and parasitic diseases",,,1
"a7481","a","Chlamydial peritonitis","Certain infectious and parasitic diseases",1,,
"a7489","a","Other chlamydial diseases","Certain infectious and parasitic diseases",2,1,3
"a749","a","Chlamydial infection, unspecified","Certain infectious and parasitic diseases",117,112,150
"a770","a","Spotted fever due to Rickettsia rickettsii","Certain infectious and parasitic diseases",13,17,15
"a779","a","Spotted fever, unspecified","Certain infectious and parasitic diseases",3,,
"a78","a","Q fever","Certain infectious and parasitic diseases",12,5,4
"a790","a","Trench fever","Certain infectious and parasitic diseases",,1,
"a809","a","Acute poliomyelitis, unspecified","Certain infectious and parasitic diseases",6,2,5
"a8100","a","Creutzfeldt-Jakob disease, unspecified","Certain infectious and parasitic diseases",9,3,9
"a8109","a","Other Creutzfeldt-Jakob disease","Certain infectious and parasitic diseases",,1,
"a811","a","Subacute sclerosing panencephalitis","Certain infectious and parasitic diseases",1,,
"a812","a","Progressive multifocal leukoencephalopathy","Certain infectious and parasitic diseases",9,6,7
"a8182","a","Gerstmann-Straussler-Scheinker syndrome","Certain infectious and parasitic diseases",,2,2
"a819","a","Atypical virus infection of central nervous system, unspecified","Certain infectious and parasitic diseases",,2,2
"a831","a","Western equine encephalitis","Certain infectious and parasitic diseases",1,,
"a833","a","St Louis encephalitis","Certain infectious and parasitic diseases",5,,
"a838","a","Other mosquito-borne viral encephalitis","Certain infectious and parasitic diseases",5,,
"a850","a","Enteroviral encephalitis","Certain infectious and parasitic diseases",1,1,
"a858","a","Other specified viral encephalitis","Certain infectious and parasitic diseases",7,4,5
"a86","a","Unspecified viral encephalitis","Certain infectious and parasitic diseases",40,20,19
"a870","a","Enteroviral meningitis","Certain infectious and parasitic diseases",15,5,1
"a872","a","Lymphocytic choriomeningitis","Certain infectious and parasitic diseases",10,4,1
"a878","a","Other viral meningitis","Certain infectious and parasitic diseases",14,6,6
"a879","a","Viral meningitis, unspecified","Certain infectious and parasitic diseases",120,53,43
"a881","a","Epidemic vertigo","Certain infectious and parasitic diseases",3,,3
"a89","a","Unspecified viral infection of central nervous system","Certain infectious and parasitic diseases",,1,
"a90","a","Dengue fever [classical dengue]","Certain infectious and parasitic diseases",4,1,1
"a9230","a","West Nile virus infection, unspecified","Certain infectious and parasitic diseases",22,1,2
"a9231","a","West Nile virus infection with encephalitis","Certain infectious and parasitic diseases",89,4,8
"a9232","a","West Nile virus infection with other neurologic manifestation","Certain infectious and parasitic diseases",20,2,1
"a9239","a","West Nile virus infection with other complications","Certain infectious and parasitic diseases",4,,
"a924","a","Rift Valley fever","Certain infectious and parasitic diseases",4,2,2
"a938","a","Other specified arthropod-borne viral fevers","Certain infectious and parasitic diseases",,,1
"a950","a","Sylvatic yellow fever","Certain infectious and parasitic diseases",,1,
"a984","a","Ebola virus disease","Certain infectious and parasitic diseases",1,,
"a985","a","Hemorrhagic fever with renal syndrome","Certain infectious and parasitic diseases",1,,
"b000","b","Eczema herpeticum","Certain infectious and parasitic diseases",4,4,7
"b001","b","Herpesviral vesicular dermatitis","Certain infectious and parasitic diseases",233,220,208
"b002","b","Herpesviral gingivostomatitis and pharyngotonsillitis","Certain infectious and parasitic diseases",78,74,61
"b003","b","Herpesviral meningitis","Certain infectious and parasitic diseases",17,13,14
"b004","b","Herpesviral encephalitis","Certain infectious and parasitic diseases",32,40,23
"b0050","b","Herpesviral ocular disease, unspecified","Certain infectious and parasitic diseases",3,2,1
"b0051","b","Herpesviral iridocyclitis","Certain infectious and parasitic diseases",1,,
"b0052","b","Herpesviral keratitis","Certain infectious and parasitic diseases",8,9,7
"b0053","b","Herpesviral conjunctivitis","Certain infectious and parasitic diseases",3,2,
"b0059","b","Other herpesviral disease of eye","Certain infectious and parasitic diseases",2,2,2
"b007","b","Disseminated herpesviral disease","Certain infectious and parasitic diseases",4,7,1
"b0081","b","Herpesviral hepatitis","Certain infectious and parasitic diseases",,2,1
"b0082","b","Herpes simplex myelitis","Certain infectious and parasitic diseases",1,2,
"b0089","b","Other herpesviral infection","Certain infectious and parasitic diseases",60,36,41
"b009","b","Herpesviral infection, unspecified","Certain infectious and parasitic diseases",615,565,527
"b010","b","Varicella meningitis","Certain infectious and parasitic diseases",2,3,2
"b0111","b","Varicella encephalitis and encephalomyelitis","Certain infectious and parasitic diseases",1,,4
"b0189","b","Other varicella complications","Certain infectious and parasitic diseases",,2,1
"b019","b","Varicella without complication","Certain infectious and parasitic diseases",15,27,24
"b020","b","Zoster encephalitis","Certain infectious and parasitic diseases",8,13,10
"b021","b","Zoster meningitis","Certain infectious and parasitic diseases",9,14,14
"b0221","b","Postherpetic geniculate ganglionitis","Certain infectious and parasitic diseases",20,8,17
"b0222","b","Postherpetic trigeminal neuralgia","Certain infectious and parasitic diseases",11,7,11
"b0223","b","Postherpetic polyneuropathy","Certain infectious and parasitic diseases",19,9,10
"b0224","b","Postherpetic myelitis","Certain infectious and parasitic diseases",1,1,1
"b0229","b","Other postherpetic nervous system involvement","Certain infectious and parasitic diseases",184,173,134
"b0230","b","Zoster ocular disease, unspecified","Certain infectious and parasitic diseases",47,43,41
"b0231","b","Zoster conjunctivitis","Certain infectious and parasitic diseases",3,3,3
"b0232","b","Zoster iridocyclitis","Certain infectious and parasitic diseases",1,3,
"b0233","b","Zoster keratitis","Certain infectious and parasitic diseases",2,6,2
"b0234","b","Zoster scleritis","Certain infectious and parasitic diseases",1,,
"b0239","b","Other herpes zoster eye disease","Certain infectious and parasitic diseases",6,6,7
"b027","b","Disseminated zoster","Certain infectious and parasitic diseases",41,28,30
"b028","b","Zoster with other complications","Certain infectious and parasitic diseases",32,23,25
"b029","b","Zoster without complications","Certain infectious and parasitic diseases",462,459,402
"b059","b","Measles without complication","Certain infectious and parasitic diseases",1,3,
